Conf,G_x,GS,MP_x,FG,FGA,FG%_x,2P,2PA,2P%,3P,3PA,3P%_x,FT,FTA,FT%_x,ORB,DRB,TRB_x,AST_x,STL,BLK,TOV,PF,PTS_x,SOS,Years Played,Player,Rk,Pk,Tm,College,Yrs,G_y,MP_y,PTS_y,TRB_y,AST_y,FG%_y,3P%_y,FT%_y,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,Year
ACC,36.0,34.0,34.6,5.9,13.4,0.442,3.7,8.0,0.464,2.2,5.4,0.41,3.2,4.7,0.682,1.9,4.9,6.8,2.0,1.1,1.4,2.0,2.1,17.3,10.59,2,Brandon Ingram,2,2,LAL,Duke,7.0,383.0,12561.0,7124.0,1972.0,1482.0,0.461,0.365,0.773,32.8,18.6,5.1,3.9,19.9,0.076,-0.2,5.7,2016
Pac 12,34.0,34.0,27.6,4.8,11.1,0.431,3.9,8.1,0.482,0.9,3.0,0.294,4.2,6.4,0.654,1.1,4.3,5.4,2.0,0.8,0.6,3.1,3.2,14.6,7.87,2,Jaylen Brown,3,3,BOS,California,7.0,443.0,12977.0,7730.0,2277.0,950.0,0.476,0.367,0.724,29.3,17.4,5.1,2.1,27.8,0.103,0.3,7.4,2016
Big East,95.0,83.0,31.5,4.5,9.9,0.45,3.7,7.8,0.476,0.8,2.2,0.354,3.1,4.5,0.693,1.1,4.0,5.1,5.8,2.2,0.4,3.3,2.9,12.8,8.09,5,Kris Dunn,5,5,MIN,Providence,6.0,245.0,5897.0,1995.0,815.0,1029.0,0.42,0.299,0.739,24.1,8.1,3.3,4.2,3.9,0.031,-2.1,-0.2,2016
Big 12,132.0,118.0,31.7,5.9,13.2,0.448,3.3,6.5,0.508,2.6,6.8,0.39,2.8,3.4,0.836,1.6,3.4,5.0,1.9,1.3,0.3,2.2,2.0,17.4,9.28,5,Buddy Hield,6,6,NOP,Oklahoma,7.0,510.0,15014.0,8230.0,2209.0,1289.0,0.432,0.401,0.865,29.4,16.1,4.3,2.5,19.6,0.063,0.3,8.7,2016
SEC,36.0,36.0,35.2,6.8,14.9,0.454,3.6,7.3,0.502,3.1,7.7,0.408,3.3,4.2,0.783,1.5,3.7,5.2,2.2,1.0,0.3,2.3,2.1,20.0,8.84,2,Jamal Murray,7,7,DEN,Kentucky,6.0,379.0,11458.0,6266.0,1390.0,1504.0,0.446,0.368,0.869,30.2,16.5,3.7,4.0,23.0,0.096,0.3,6.5,2016
Pac 12,34.0,34.0,24.9,5.3,9.9,0.53,4.6,8.2,0.568,0.6,1.8,0.35,2.6,3.8,0.682,2.5,2.9,5.4,0.8,0.9,1.6,2.0,4.1,13.7,8.12,2,Marquese Chriss,8,8,SAC,Washington,6.0,292.0,5338.0,2206.0,1366.0,298.0,0.456,0.29,0.667,18.3,7.6,4.7,1.0,6.5,0.058,-2.4,-0.5,2016
Pac 12,70.0,70.0,26.9,5.1,7.7,0.658,5.1,7.7,0.659,0.0,0.0,0.0,3.1,5.2,0.605,2.8,5.2,8.0,1.3,0.5,1.7,1.8,2.4,13.3,8.1,3,Jakob Poeltl,9,9,TOR,Utah,7.0,449.0,9279.0,3433.0,2837.0,696.0,0.629,0.667,0.526,20.7,7.6,6.3,1.6,31.3,0.162,1.1,7.1,2016
WCC,74.0,32.0,26.6,5.2,8.2,0.632,5.1,8.0,0.638,0.1,0.2,0.357,3.1,4.2,0.729,2.6,6.8,9.4,1.3,0.5,0.6,2.0,3.0,13.5,4.67,3,Domantas Sabonis,11,11,ORL,Gonzaga,7.0,454.0,13139.0,6697.0,4299.0,1759.0,0.541,0.326,0.731,28.9,14.8,9.5,3.9,41.2,0.151,2.2,14.0,2016
Big 12,129.0,42.0,20.2,3.6,7.9,0.46,2.6,5.2,0.504,1.0,2.7,0.376,2.0,2.8,0.718,1.6,2.7,4.2,1.1,0.9,0.5,1.7,2.1,10.2,9.08,5,Taurean Prince,12,12,UTA,Baylor,7.0,392.0,9388.0,4085.0,1494.0,675.0,0.419,0.372,0.813,23.9,10.4,3.8,1.7,8.8,0.045,-1.9,0.3,2016
Big 10,144.0,116.0,29.0,4.0,9.1,0.442,2.2,4.6,0.476,1.8,4.5,0.408,1.5,2.0,0.779,1.1,4.8,5.9,4.4,0.9,0.3,2.2,2.1,11.4,9.21,5,Denzel Valentine,14,14,CHI,Michigan State,5.0,256.0,4817.0,1795.0,857.0,466.0,0.394,0.36,0.787,18.8,7.0,3.3,1.8,4.5,0.044,-1.9,0.2,2016
SEC,68.0,54.0,29.6,3.4,8.0,0.431,2.2,5.1,0.436,1.2,2.9,0.422,3.5,4.4,0.8,0.4,3.6,4.1,4.8,1.3,0.2,2.3,2.5,11.6,7.45,3,Wade Baldwin,17,17,MEM,Vanderbilt,3.0,56.0,579.0,174.0,69.0,78.0,0.355,0.25,0.776,10.3,3.1,1.2,1.4,-0.3,-0.028,-5.3,-0.5,2016
Big East,33.0,33.0,33.5,5.9,13.2,0.446,5.0,10.0,0.495,0.9,3.2,0.288,4.3,5.8,0.749,2.2,7.6,9.7,1.8,0.8,1.5,2.4,2.5,17.0,5.57,2,Henry Ellenson,18,18,DET,Marquette,5.0,83.0,787.0,342.0,206.0,49.0,0.371,0.336,0.773,9.5,4.1,2.5,0.6,0.4,0.023,-3.7,-0.3,2016
ACC,34.0,33.0,29.8,5.4,11.6,0.471,3.8,7.4,0.518,1.6,4.2,0.387,3.1,3.8,0.813,1.3,4.0,5.3,1.5,0.9,0.2,1.7,2.2,15.6,8.16,2,Malik Beasley,19,19,DEN,Florida State,7.0,380.0,8200.0,4105.0,981.0,492.0,0.426,0.381,0.82,21.6,10.8,2.6,1.3,11.9,0.07,-0.9,2.4,2016
Big 10,103.0,70.0,26.4,3.6,8.2,0.434,2.3,4.9,0.456,1.3,3.2,0.401,2.0,2.6,0.77,0.4,3.2,3.5,2.7,0.9,0.2,1.3,1.5,10.4,9.3,5,Caris LeVert,20,20,IND,Michigan,7.0,357.0,9978.0,5133.0,1378.0,1400.0,0.435,0.336,0.736,27.9,14.4,3.9,3.9,13.7,0.066,-0.7,3.4,2016
A10,101.0,100.0,36.1,5.7,12.6,0.457,4.6,8.8,0.52,1.2,3.8,0.312,3.1,4.9,0.628,1.4,5.3,6.7,3.6,1.4,0.8,2.5,2.5,15.7,4.2,4,DeAndre' Bembry,21,21,ATL,Saint Joseph's,6.0,296.0,5670.0,1750.0,950.0,533.0,0.474,0.283,0.611,19.2,5.9,3.2,1.8,4.4,0.038,-2.3,-0.4,2016
ACC,37.0,37.0,34.4,4.1,11.1,0.369,2.0,5.1,0.388,2.1,6.1,0.353,3.1,4.2,0.72,0.5,3.8,4.3,2.1,1.1,0.3,2.1,2.5,13.4,9.75,2,Malachi Richardson,22,22,CHO,Syracuse,3.0,70.0,625.0,198.0,70.0,24.0,0.358,0.301,0.783,8.9,2.8,1.0,0.3,-0.1,-0.009,-6.1,-0.7,2016
ACC,148.0,80.0,21.0,4.8,8.4,0.575,4.8,8.4,0.575,0.0,0.0,,1.9,2.8,0.708,2.1,4.9,7.0,0.9,0.8,1.1,1.3,2.5,11.6,9.73,5,Brice Johnson,25,25,LAC,UNC,2.0,21.0,107.0,47.0,34.0,3.0,0.449,0.0,0.6,5.1,2.2,1.6,0.1,0.1,0.062,-0.6,0.0,2016
WAC,68.0,61.0,32.7,6.5,11.8,0.551,6.4,11.5,0.559,0.0,0.3,0.176,3.5,5.0,0.711,3.6,6.1,9.7,1.5,0.9,2.0,1.9,2.6,16.6,-3.6,3,Pascal Siakam,27,27,TOR,New Mexico State,7.0,432.0,12972.0,7124.0,2786.0,1446.0,0.489,0.331,0.775,30.0,16.5,6.4,3.3,37.5,0.139,2.1,13.2,2016
SEC,36.0,18.0,15.8,2.7,5.3,0.516,2.7,5.2,0.521,0.0,0.1,0.0,1.1,1.7,0.661,1.0,2.2,3.1,0.3,0.3,1.6,0.9,3.0,6.6,8.84,2,Skal Labissière,28,28,PHO,Kentucky,4.0,148.0,2595.0,1069.0,662.0,152.0,0.492,0.353,0.748,17.5,7.2,4.5,1.0,4.4,0.081,-2.3,-0.2,2016
Pac 12,34.0,34.0,33.5,5.9,14.3,0.416,4.9,10.8,0.457,1.0,3.5,0.288,3.2,4.9,0.663,1.4,4.6,6.0,4.4,1.8,0.3,3.2,2.6,16.1,8.12,2,Dejounte Murray,29,29,SAS,Washington,6.0,356.0,9570.0,4715.0,2113.0,1760.0,0.453,0.332,0.78,26.9,13.2,5.9,4.9,18.3,0.092,1.6,8.8,2016
SEC,99.0,95.0,27.1,5.1,9.1,0.566,5.1,9.0,0.57,0.0,0.1,0.125,3.0,5.3,0.565,2.1,4.3,6.4,0.7,0.4,1.7,2.0,3.0,13.3,7.13,4,Damian Jones,30,30,GSW,Vanderbilt,7.0,218.0,3204.0,1172.0,739.0,167.0,0.659,0.283,0.704,14.7,5.4,3.4,0.8,9.7,0.145,-1.0,0.9,2016
Big 10,35.0,16.0,18.6,3.4,5.7,0.598,3.4,5.7,0.598,0.0,0.0,,0.7,1.1,0.605,2.1,3.4,5.5,0.7,0.3,1.8,0.9,2.3,7.5,6.94,2,Deyonta Davis,31,31,BOS,Michigan State,3.0,107.0,1299.0,454.0,346.0,47.0,0.599,0.0,0.635,12.1,4.2,3.2,0.4,3.6,0.131,-2.1,0.0,2016
Big 12,27.0,1.0,7.5,1.2,2.1,0.569,1.2,2.1,0.569,0.0,0.0,,0.6,1.0,0.556,0.6,1.9,2.5,0.0,0.3,0.9,0.6,1.4,3.0,11.22,2,Cheick Diallo,33,33,LAC,Kansas,5.0,183.0,2186.0,958.0,759.0,78.0,0.596,0.286,0.774,11.9,5.2,4.1,0.4,6.3,0.139,-1.4,0.3,2016
SEC,72.0,35.0,30.1,3.6,8.4,0.427,2.4,5.1,0.462,1.2,3.3,0.371,2.9,3.4,0.846,0.5,1.9,2.4,5.3,1.2,0.1,1.5,1.7,11.3,8.76,3,Tyler Ulis,34,34,PHO,Kentucky,3.0,133.0,2782.0,998.0,223.0,537.0,0.403,0.28,0.808,20.9,7.5,1.7,4.0,0.5,0.008,-3.6,-1.1,2016
ACC,136.0,109.0,30.6,4.4,10.3,0.43,3.1,6.6,0.466,1.4,3.7,0.365,3.1,3.5,0.876,0.6,3.5,4.1,2.5,0.9,0.2,1.5,1.8,13.3,7.76,5,Malcolm Brogdon,36,36,MIL,Virginia,7.0,370.0,10923.0,5664.0,1552.0,1737.0,0.465,0.383,0.882,29.5,15.3,4.2,4.7,27.1,0.119,1.3,9.0,2016
ACC,66.0,55.0,21.0,2.8,4.5,0.619,2.8,4.4,0.621,0.0,0.0,0.0,0.7,1.3,0.547,2.4,4.0,6.4,1.1,0.8,1.6,1.7,2.7,6.2,8.36,3,Chinanu Onuaku,37,37,HOU,Louisville,2.0,6.0,74.0,18.0,14.0,4.0,0.583,,1.0,12.3,3.0,2.3,0.7,0.1,0.043,-5.4,-0.1,2016
MW,65.0,48.0,31.7,4.2,9.6,0.439,2.3,4.3,0.527,1.9,5.2,0.367,1.9,2.5,0.753,0.9,3.3,4.2,3.3,2.0,0.4,1.9,1.9,12.2,3.28,3,Patrick McCaw,38,38,MIL,UNLV,5.0,199.0,3373.0,760.0,319.0,270.0,0.42,0.305,0.785,16.9,3.8,1.6,1.4,4.4,0.062,-2.8,-0.6,2016
Big 10,35.0,22.0,23.1,4.8,8.4,0.568,4.8,8.4,0.568,0.0,0.0,,2.9,3.8,0.761,2.2,3.2,5.4,0.4,0.5,1.6,1.5,2.3,12.5,8.31,2,Diamond Stone,40,40,NOP,Maryland,1.0,7.0,24.0,10.0,6.0,0.0,0.231,,1.0,3.4,1.4,0.9,0.0,-0.1,-0.211,-20.8,-0.1,2016
MW,26.0,24.0,26.2,3.9,8.2,0.477,3.7,7.6,0.492,0.2,0.7,0.294,2.4,3.9,0.624,2.2,6.6,8.7,0.8,0.5,2.0,2.1,3.0,10.5,3.17,2,Stephen Zimmerman,41,41,ORL,UNLV,1.0,19.0,108.0,23.0,35.0,4.0,0.323,,0.6,5.7,1.2,1.8,0.2,0.0,-0.005,-8.3,-0.2,2016
Big East,56.0,52.0,30.5,5.1,13.6,0.375,3.0,7.8,0.387,2.1,5.8,0.359,3.5,4.6,0.757,0.7,3.0,3.7,4.5,1.3,1.1,3.4,2.3,15.8,7.92,3,Isaiah Whitehead,42,42,UTA,Seton Hall,2.0,89.0,1823.0,643.0,210.0,212.0,0.411,0.305,0.788,20.5,7.2,2.4,2.4,-0.9,-0.025,-5.0,-1.4,2016
ACC,103.0,88.0,31.5,4.0,8.6,0.467,2.7,5.2,0.523,1.3,3.4,0.381,2.3,3.0,0.782,0.9,2.3,3.1,3.3,1.1,0.2,1.7,1.9,11.7,7.79,4,Demetrius Jackson,45,45,BOS,Notre Dame,3.0,26.0,136.0,48.0,19.0,17.0,0.486,0.286,0.667,5.2,1.8,0.7,0.7,0.2,0.087,-0.5,0.1,2016
Big 10,132.0,95.0,24.3,4.6,8.6,0.539,4.6,8.4,0.544,0.0,0.2,0.261,2.7,4.0,0.69,2.4,4.7,7.0,0.8,0.4,2.6,2.1,2.5,12.1,7.64,5,A.J. Hammons,46,46,DAL,Purdue,1.0,22.0,163.0,48.0,36.0,4.0,0.405,0.5,0.45,7.4,2.2,1.6,0.2,0.0,-0.001,-6.6,-0.2,2016
Big 10,141.0,115.0,27.9,3.4,7.7,0.445,2.0,3.8,0.53,1.4,3.9,0.362,1.9,2.6,0.759,1.1,3.7,4.8,1.1,0.9,0.8,1.4,1.9,10.2,7.18,5,Jake Layman,47,47,ORL,Maryland,6.0,243.0,3099.0,1175.0,417.0,127.0,0.46,0.3,0.719,12.8,4.8,1.7,0.5,3.8,0.059,-2.3,-0.2,2016
ACC,120.0,61.0,25.5,3.4,7.5,0.454,2.1,4.1,0.511,1.3,3.4,0.387,1.7,2.6,0.639,0.8,2.3,3.1,2.6,1.3,0.3,1.6,2.1,9.8,8.27,8,Michael Gbinije,49,49,DET,Syracuse,1.0,9.0,32.0,4.0,3.0,2.0,0.1,0.0,1.0,3.6,0.4,0.3,0.2,-0.1,-0.136,-12.1,-0.1,2016
Big 12,138.0,126.0,29.8,6.2,12.3,0.5,4.8,8.7,0.553,1.4,3.6,0.375,2.5,3.2,0.763,1.2,4.0,5.2,3.1,0.7,0.5,2.3,3.1,16.1,8.83,5,Georges Niang,50,50,IND,Iowa State,7.0,344.0,5232.0,2225.0,712.0,288.0,0.439,0.406,0.882,15.2,6.5,2.1,0.8,9.7,0.089,-1.0,1.4,2016
Big East,69.0,56.0,27.9,4.7,10.2,0.455,3.8,7.5,0.503,0.9,2.7,0.324,3.6,4.8,0.761,2.5,3.8,6.3,0.9,0.6,0.7,1.6,2.7,13.8,8.98,3,Ben Bentil,51,51,BOS,Providence,1.0,3.0,10.0,0.0,2.0,0.0,0.0,0.0,,3.3,0.0,0.7,0.0,-0.1,-0.473,-25.9,-0.1,2016
Big Sky,130.0,90.0,28.8,3.8,7.2,0.528,3.5,6.4,0.547,0.3,0.7,0.371,3.6,5.0,0.713,3.2,6.9,10.1,0.7,0.6,1.4,2.0,2.3,11.4,-4.64,5,Joel Bolomboy,52,52,UTA,Weber State,2.0,18.0,91.0,31.0,27.0,2.0,0.545,0.2,0.5,5.1,1.7,1.5,0.1,0.3,0.132,-0.1,0.0,2016
Horizon,101.0,100.0,35.9,5.5,12.9,0.426,4.1,8.8,0.464,1.4,4.1,0.345,5.1,6.2,0.822,0.7,3.7,4.3,7.8,1.6,0.2,3.5,2.8,17.5,0.81,4,Kay Felder,54,54,ATL,Oakland,2.0,58.0,526.0,223.0,59.0,78.0,0.364,0.268,0.754,9.1,3.8,1.0,1.3,-0.4,-0.041,-4.7,-0.4,2016
ACC,141.0,139.0,32.4,4.2,10.4,0.407,2.1,4.8,0.446,2.1,5.7,0.375,2.5,2.9,0.844,0.4,2.4,2.8,4.3,1.4,0.2,1.9,1.7,13.1,9.73,5,Marcus Paige,55,55,BRK,UNC,1.0,5.0,28.0,12.0,4.0,3.0,0.286,0.25,1.0,5.6,2.4,0.8,0.6,0.0,-0.006,-8.8,0.0,2016
Big East,71.0,71.0,31.6,4.2,10.9,0.384,2.9,7.1,0.409,1.3,3.9,0.337,2.0,2.6,0.772,1.0,7.3,8.3,4.2,1.0,0.4,2.3,2.1,11.7,5.25,3,Daniel Hamilton,56,56,DEN,UConn,2.0,25.0,232.0,69.0,52.0,30.0,0.394,0.357,0.5,9.3,2.8,2.1,1.2,0.0,0.0,-3.3,-0.1,2016
Big 12,117.0,82.0,24.3,3.7,9.5,0.391,2.6,5.9,0.443,1.1,3.6,0.305,1.8,2.5,0.731,0.9,3.4,4.3,1.1,0.8,0.6,2.3,2.5,10.3,3.83,8,Abdel Nader,58,58,BOS,Iowa State,5.0,202.0,2583.0,926.0,376.0,110.0,0.428,0.357,0.718,12.8,4.6,1.9,0.5,2.8,0.052,-2.6,-0.4,2016
Big 12,137.0,119.0,27.7,3.5,8.5,0.408,2.2,5.3,0.408,1.3,3.2,0.407,1.5,2.1,0.711,0.8,3.0,3.9,2.7,1.1,0.3,1.9,2.0,9.7,9.28,5,Isaiah Cousins,59,59,SAC,Oklahoma,,,,,,,,,,,,,,,,,,2016
Pac 12,129.0,114.0,31.6,4.6,11.0,0.415,3.6,7.9,0.464,0.9,3.1,0.292,2.6,4.2,0.613,1.0,4.2,5.2,3.4,1.1,0.4,2.2,2.5,12.6,7.29,5,Tyrone Wallace,60,60,UTA,California,4.0,112.0,1714.0,566.0,236.0,127.0,0.422,0.207,0.656,15.3,5.1,2.1,1.1,0.1,0.003,-5.2,-1.4,2016
Pac 12,25.0,25.0,35.7,8.4,17.6,0.476,6.3,12.5,0.502,2.1,5.0,0.413,4.4,6.7,0.649,1.3,4.4,5.7,5.9,1.6,1.2,3.2,2.5,23.2,6.82,2,Markelle Fultz,1,1,PHI,Washington,6.0,152.0,3834.0,1675.0,512.0,740.0,0.456,0.27,0.706,25.2,11.0,3.4,4.9,4.5,0.056,-1.7,0.3,2017
Pac 12,36.0,36.0,35.1,5.3,9.5,0.551,3.0,4.1,0.732,2.2,5.4,0.412,1.8,2.7,0.673,0.9,5.1,6.0,7.6,1.8,0.8,2.5,1.8,14.6,6.39,2,Lonzo Ball,2,2,LAL,UCLA,5.0,252.0,8187.0,2995.0,1447.0,1563.0,0.4,0.364,0.578,32.5,11.9,5.7,6.2,11.4,0.067,1.1,6.3,2017
ACC,29.0,27.0,33.3,5.7,12.6,0.452,4.3,8.6,0.504,1.4,4.0,0.342,4.1,4.8,0.849,1.3,6.0,7.3,2.1,1.3,1.1,2.6,3.0,16.8,10.91,2,Jayson Tatum,3,3,BOS,Duke,6.0,406.0,13689.0,8893.0,2757.0,1279.0,0.458,0.378,0.847,33.7,21.9,6.8,3.2,41.0,0.144,3.1,17.5,2017
Big 12,35.0,35.0,30.8,6.3,12.3,0.513,5.3,9.7,0.549,1.0,2.6,0.378,2.8,4.9,0.566,2.3,5.1,7.4,3.0,1.7,1.1,2.8,3.0,16.3,12.23,2,Josh Jackson,4,4,PHO,Kansas,5.0,291.0,6718.0,3276.0,1159.0,534.0,0.416,0.292,0.68,23.1,11.3,4.0,1.8,-1.7,-0.012,-3.8,-3.1,2017
SEC,36.0,34.0,29.6,5.9,12.4,0.479,5.5,10.5,0.521,0.5,1.9,0.246,4.3,5.9,0.736,0.6,3.4,4.0,4.6,1.5,0.2,2.4,2.5,16.7,10.49,2,De'Aaron Fox,5,5,SAC,Kentucky,6.0,359.0,11546.0,7029.0,1302.0,2231.0,0.466,0.321,0.733,32.2,19.6,3.6,6.2,19.2,0.08,0.3,6.7,2017
ACC,32.0,32.0,26.2,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,8.87,2,Jonathan Isaac,6,6,ORL,Florida State,3.0,136.0,3512.0,1269.0,741.0,146.0,0.435,0.33,0.797,25.8,9.3,5.4,1.1,6.7,0.091,0.2,2.0,2017
Pac 12,37.0,37.0,30.8,5.0,10.2,0.492,3.1,5.8,0.545,1.9,4.4,0.423,3.7,4.4,0.835,2.4,4.8,7.2,0.9,0.4,0.5,1.1,2.0,15.6,7.63,2,Lauri Markkanen,7,7,MIN,Arizona,6.0,323.0,9790.0,5345.0,2253.0,430.0,0.454,0.371,0.855,30.3,16.5,7.0,1.3,22.2,0.109,0.5,6.2,2017
ACC,32.0,32.0,34.8,6.0,13.1,0.455,4.3,8.3,0.509,1.7,4.8,0.359,4.5,6.3,0.715,0.8,3.8,4.6,6.2,1.9,0.4,3.4,2.1,18.1,8.09,2,Dennis Smith Jr.,9,9,DAL,NC State,6.0,237.0,5699.0,2492.0,698.0,1024.0,0.404,0.31,0.652,24.0,10.5,2.9,4.3,0.0,0.0,-2.2,-0.3,2017
WCC,39.0,0.0,17.3,3.5,5.3,0.652,3.2,4.8,0.672,0.3,0.5,0.476,2.8,3.8,0.743,1.7,4.2,5.9,0.4,0.5,1.8,1.5,2.7,10.0,4.13,2,Zach Collins,10,10,SAC,Gonzaga,5.0,213.0,3836.0,1398.0,950.0,279.0,0.471,0.332,0.737,18.0,6.6,4.5,1.3,6.2,0.078,-2.1,0.0,2017
SEC,38.0,37.0,32.1,6.6,14.7,0.45,3.9,7.8,0.497,2.7,6.9,0.397,3.9,4.7,0.822,0.3,2.2,2.5,2.3,0.9,0.5,2.0,1.9,19.8,10.49,2,Malik Monk,11,11,CHO,Kentucky,6.0,348.0,7196.0,3722.0,812.0,780.0,0.426,0.35,0.846,20.7,10.7,2.3,2.2,7.0,0.047,-1.8,0.4,2017
ACC,73.0,47.0,31.2,5.2,11.2,0.461,3.2,6.1,0.526,2.0,5.1,0.383,3.4,3.9,0.867,1.1,3.3,4.3,2.0,0.9,0.3,1.2,2.1,15.7,10.75,3,Luke Kennard,12,12,DET,Duke,6.0,326.0,7613.0,3219.0,920.0,638.0,0.452,0.428,0.874,23.4,9.9,2.8,2.0,15.6,0.098,-0.3,3.3,2017
ACC,65.0,38.0,26.0,4.1,9.8,0.418,2.6,5.2,0.497,1.5,4.6,0.329,2.0,2.5,0.788,1.1,3.0,4.1,2.2,1.5,0.3,1.3,2.6,11.7,9.44,3,Donovan Mitchell,13,13,DEN,Louisville,6.0,383.0,13023.0,9344.0,1584.0,1726.0,0.446,0.365,0.838,34.0,24.4,4.1,4.5,34.8,0.128,2.9,16.3,2017
SEC,38.0,38.0,30.1,4.5,7.5,0.599,4.5,7.5,0.599,0.0,0.0,,4.1,6.2,0.653,3.1,4.9,8.0,0.8,0.7,1.5,1.7,2.6,13.0,10.49,2,Bam Adebayo,14,14,MIA,Kentucky,6.0,381.0,11001.0,5434.0,3229.0,1306.0,0.555,0.133,0.749,28.9,14.3,8.5,3.4,39.2,0.171,2.7,13.2,2017
ACC,118.0,114.0,29.1,5.2,11.4,0.459,3.8,7.2,0.529,1.4,4.2,0.339,1.9,2.7,0.713,1.5,2.5,4.1,2.7,0.6,0.4,1.4,1.5,13.8,11.4,4,Justin Jackson,15,15,POR,UNC,6.0,273.0,4858.0,1671.0,646.0,284.0,0.423,0.32,0.796,17.8,6.1,2.4,1.0,5.3,0.052,-2.8,-1.0,2017
Big 10,118.0,114.0,29.1,5.2,11.4,0.459,3.8,7.2,0.529,1.4,4.2,0.339,1.9,2.7,0.713,1.5,2.5,4.1,2.7,0.6,0.4,1.4,1.5,13.8,11.4,4,Justin Jackson,43,43,DEN,Maryland,,,,,,,,,,,,,,,,,,2018
ACC,44.0,40.0,28.2,3.5,8.4,0.418,2.2,5.1,0.439,1.3,3.3,0.386,2.1,2.8,0.728,1.9,4.6,6.5,1.2,0.9,0.8,2.0,2.0,10.3,8.11,3,Justin Jackson,15,15,POR,UNC,6.0,273.0,4858.0,1671.0,646.0,284.0,0.423,0.32,0.796,17.8,6.1,2.4,1.0,5.3,0.052,-2.8,-1.0,2017
Big 10,44.0,40.0,28.2,3.5,8.4,0.418,2.2,5.1,0.439,1.3,3.3,0.386,2.1,2.8,0.728,1.9,4.6,6.5,1.2,0.9,0.8,2.0,2.0,10.3,8.11,3,Justin Jackson,43,43,DEN,Maryland,,,,,,,,,,,,,,,,,,2018
Big East,35.0,34.0,25.3,5.7,8.5,0.676,5.5,8.0,0.683,0.2,0.4,0.533,1.3,2.5,0.517,1.7,4.5,6.2,1.2,0.9,1.4,1.7,2.7,12.9,8.95,2,Justin Patton,16,16,CHI,Creighton,4.0,22.0,296.0,86.0,60.0,19.0,0.404,0.25,0.667,13.5,3.9,2.7,0.9,0.4,0.066,-2.8,-0.1,2017
Big 10,69.0,36.0,19.4,2.8,5.3,0.525,2.1,3.3,0.619,0.7,2.0,0.363,0.8,1.0,0.817,0.9,2.4,3.3,0.8,0.4,1.0,0.8,1.4,7.1,9.23,4,D.J. Wilson,17,17,MIL,Michigan,5.0,146.0,1803.0,647.0,452.0,108.0,0.419,0.327,0.618,12.3,4.4,3.1,0.7,2.8,0.075,-2.6,-0.3,2017
Pac 12,35.0,35.0,29.9,6.7,10.9,0.617,5.9,9.2,0.644,0.8,1.7,0.466,2.1,3.0,0.679,2.2,6.0,8.2,2.4,0.6,1.1,1.5,2.5,16.3,6.39,2,T.J. Leaf,18,18,IND,UCLA,4.0,146.0,1238.0,477.0,283.0,43.0,0.492,0.341,0.585,8.5,3.3,1.9,0.3,2.7,0.104,-1.8,0.1,2017
ACC,64.0,34.0,20.7,4.9,8.2,0.601,4.9,8.2,0.602,0.0,0.0,0.0,3.6,4.9,0.729,2.8,4.2,7.0,0.4,0.5,1.2,1.4,2.8,13.4,10.16,3,John Collins,19,19,ATL,Wake Forest,6.0,326.0,9519.0,5277.0,2707.0,497.0,0.554,0.358,0.782,29.2,16.2,8.3,1.5,30.3,0.153,1.2,7.7,2017
ACC,26.0,6.0,11.5,1.7,3.0,0.577,1.7,3.0,0.577,0.0,0.0,,0.5,0.9,0.5,1.6,2.3,3.8,0.3,0.3,0.7,0.7,2.2,3.9,10.91,2,Harry Giles,20,20,POR,Duke,3.0,142.0,1835.0,832.0,543.0,174.0,0.511,0.258,0.671,12.9,5.9,3.8,1.2,3.0,0.079,-2.4,-0.2,2017
Big 12,33.0,33.0,32.2,5.4,9.6,0.566,5.4,9.4,0.579,0.0,0.2,0.0,2.5,4.5,0.564,3.0,5.4,8.4,0.8,0.6,1.5,2.5,2.1,13.4,12.75,2,Jarrett Allen,22,22,BRK,Texas,6.0,377.0,10249.0,4431.0,3318.0,526.0,0.625,0.176,0.699,27.2,11.8,8.8,1.4,39.7,0.186,1.8,9.7,2017
Big 10,50.0,10.0,17.4,2.7,4.8,0.563,2.1,3.3,0.652,0.5,1.5,0.365,0.9,1.8,0.522,1.4,2.1,3.5,0.8,1.0,0.9,1.1,1.7,6.8,7.53,3,OG Anunoby,23,23,TOR,Indiana,6.0,339.0,9464.0,3836.0,1468.0,510.0,0.47,0.371,0.736,27.9,11.3,4.3,1.5,20.2,0.102,0.2,5.2,2017
ACC,71.0,34.0,33.1,3.9,8.2,0.476,2.5,4.8,0.531,1.4,3.5,0.4,2.4,2.9,0.809,2.0,5.4,7.4,1.6,1.1,1.6,1.5,2.6,11.6,9.11,3,Tyler Lydon,24,24,UTA,Syracuse,2.0,26.0,96.0,23.0,18.0,6.0,0.5,0.4,0.333,3.7,0.9,0.7,0.2,0.2,0.084,-4.3,-0.1,2017
